time_ms,temp_C,pressure_Pa,altitude_m,ax_ms2,ay_ms2,az_ms2,gx_rads,gy_rads,gz_rads,angleX_deg,angleY_deg,angleZ_deg,latitude,longitude,distance_m
593273,22.32,101936.72,79.27,-0.658,4.408,-8.327,-0.041,0.006,0.018,151.343,4.219,8.676,55.433247,-5.678309,434989.25
593520,22.32,101936.83,79.26,-0.661,4.393,-8.322,-0.041,0.007,0.019,151.401,4.221,8.94,55.433254,-5.678307,434990.09
593769,22.31,101936.77,79.27,-0.694,4.413,-8.315,-0.042,0.007,0.018,151.403,4.232,9.21,55.433254,-5.678307,434990.09
594523,22.29,101936.23,79.31,-0.678,4.417,-8.313,-0.041,0.007,0.019,151.427,4.217,10.016,55.433243,-5.678291,434989.38
594772,22.29,101936.42,79.3,-0.675,4.398,-8.31,-0.043,0.007,0.018,151.434,4.213,10.283,55.433243,-5.678291,434989.38
595026,22.28,101937.07,79.24,-0.682,4.374,-8.344,-0.041,0.007,0.019,151.337,4.223,10.558,55.433243,-5.678291,434989.38
595270,22.27,101937.66,79.2,-0.67,4.396,-8.322,-0.042,0.007,0.018,151.414,4.209,10.82,55.433243,-5.678291,434989.38
595523,22.27,101938.34,79.14,-0.68,4.401,-8.296,-0.041,0.007,0.018,151.42,4.196,11.09,55.433235,-5.678291,434988.59
595773,22.26,101938.12,79.14,-0.682,4.403,-8.31,-0.042,0.007,0.019,151.439,4.22,11.357,55.433235,-5.678291,434988.59
596028,22.26,101938.61,79.12,-0.673,4.405,-8.303,-0.041,0.007,0.019,151.35,4.239,11.633,55.433235,-5.678291,434988.59
596272,22.25,101937.86,79.18,-0.67,4.396,-8.332,-0.042,0.007,0.018,151.419,4.219,11.892,55.433235,-5.678291,434988.59
596520,22.24,101937.89,79.18,-0.675,4.429,-8.308,-0.042,0.007,0.018,151.436,4.204,12.155,55.433235,-5.678305,434988.22
596769,22.24,101937.01,79.25,-0.678,4.403,-8.327,-0.041,0.007,0.019,151.437,4.209,12.426,55.433235,-5.678305,434988.22
597033,22.23,101937.03,79.25,-0.678,4.408,-8.313,-0.042,0.008,0.018,151.324,4.225,12.708,55.433235,-5.678305,434988.22
597271,22.22,101936.81,79.27,-0.682,4.384,-8.329,-0.042,0.007,0.019,151.408,4.217,12.965,55.433235,-5.678305,434988.22
597524,22.22,101936.97,79.25,-0.673,4.408,-8.294,-0.042,0.007,0.019,151.438,4.214,13.237,55.433228,-5.678319,434987.06
597768,22.21,101936.99,79.25,-0.675,4.403,-8.308,-0.041,0.007,0.019,151.457,4.209,13.5,55.433228,-5.678319,434987.06
598078,22.21,101937.09,79.24,-0.673,4.386,-8.313,-0.042,0.007,0.018,151.223,4.254,13.828,55.433228,-5.678319,434987.06
598272,22.2,101937.34,79.26,-0.673,4.401,-8.305,-0.041,0.007,0.019,151.322,4.242,14.035,55.433228,-5.678319,434987.06
598525,22.2,101936.62,79.28,-0.678,4.401,-8.303,-0.041,0.007,0.018,151.398,4.227,14.304,55.433224,-5.678325,434986.53
