2026-06-30T23:47:47.837,timestamp_ms,temp_C,pressure_Pa,altitude_m,ax_ms2,ay_ms2,az_ms2,gx_rads,gy_rads,gz_rads,angleX_deg,angleY_deg,angleZ_deg,latitude,longitude,distance_m,uva_uwcm2,uvb_uwcm2,uvc_uwcm2,medical_triggered
2026-06-30T23:48:07.152,3812348,24.97,99821,157.04,-0.589,-10.116,-3.838,2.071,-8.731,-3.832,156.734,-777.481,-2886.064,55.432667,-5.677102,434965.31,81.846,0.831,0.851,1
2026-06-30T23:48:07.153,3812426,24.97,99840.45,155.4,-2.025,-10.633,-4.274,1.679,-8.731,-5.284,158.81,-800.462,-2909.983,55.432667,-5.677102,434965.31,104.59,1.015,0.973,1
2026-06-30T23:48:07.153,3812505,24.96,99854.27,154.24,-1.705,-9.574,-2.959,-3.29,-8.731,-7.9,139.083,-822.5,-2945.288,55.432667,-5.677102,434965.31,103.594,1.015,0.973,1
2026-06-30T23:48:07.154,3812657,24.95,99875.88,152.42,-2.873,-11.696,-4.207,-6.498,-8.731,-4.817,78.647,-880.311,-2987.242,55.432667,-5.677102,434965.31,93.467,0.831,0.77,1
2026-06-30T23:48:07.154,3812736,24.93,99892.49,151.02,-1.839,-11.09,-3.699,-7.696,-8.731,-3.069,40.766,-901.257,-3001.134,55.432667,-5.677102,434965.31,91.973,0.831,0.729,1
2026-06-30T23:48:07.156,3812815,24.92,99903.83,150.07,-2.205,-10.714,-3.591,-4.935,-8.731,0.868,15.887,-921.743,-2997.206,55.432648,-5.677083,434963.94,90.396,0.831,0.689,1
2026-06-30T23:48:07.157,3812893,24.91,99914.7,149.15,-1.961,-12.775,-2.847,-1.903,-8.731,0.402,5.184,-941.379,-2995.41,55.432648,-5.677083,434963.94,87.075,0.923,0.689,1
2026-06-30T23:48:07.157,3813219,24.89,99955.33,145.74,-0.395,-14.368,-3.503,5.505,-8.731,2.562,104.081,-1082.838,-2947.408,55.432648,-5.677083,434963.94,98.447,1.015,0.892,1
2026-06-30T23:48:07.158,3813298,24.88,99965.28,144.46,-0.752,-11.1,-3.436,5.237,-8.731,-1.059,122.793,-1099.349,-2952.143,55.432648,-5.677083,434963.94,89.98,0.923,0.811,1
2026-06-30T23:48:07.158,3813455,24.88,100001.38,141.86,-1.628,-9.723,-4.053,2.036,-8.731,-4.513,137.644,-1131.766,-2986.335,55.432648,-5.677083,434963.94,89.565,0.831,0.811,1
2026-06-30T23:48:07.159,3813534,24.88,100013.14,140.87,-1.769,-7.034,-3.263,-1.145,-8.731,-4.805,127.515,-1147.605,-3008.083,55.432648,-5.677083,434963.94,88.652,0.738,0.77,1
2026-06-30T23:48:07.160,3813746,24.86,100037.06,138.86,-2.174,-11.638,-2.873,-5.292,-8.731,0.841,59.887,-1228.385,-2997.862,55.432648,-5.677083,434963.94,86.826,0.831,0.689,1
2026-06-30T23:48:07.161,3813825,24.85,100046.85,137.62,-2.279,-14.708,-4.219,-6.504,-8.731,4.677,28.082,-1241.889,-2976.96,55.432648,-5.677083,434963.94,98.447,1.015,0.851,1
2026-06-30T23:48:07.162,3813903,24.84,100062.3,136.74,-2.938,-16.676,-4.369,-6.508,-8.731,6.546,-3.443,-1255.589,-2947.33,55.432659,-5.677082,434965.12,111.562,1.015,0.973,1
2026-06-30T23:48:07.162,3814235,24.82,100102.59,133.36,-0.019,-10.041,-1.257,-2.95,-6.504,-0.991,-60.31,-1351.712,-2966.176,55.432659,-5.677082,434965.12,91.807,0.923,0.77,1
2026-06-30T23:48:07.163,3814314,24.82,100117.2,132.13,-0.108,-11.717,-1.978,-1.228,-7.233,4.054,-66.542,-1356.754,-2947.826,55.432659,-5.677082,434965.12,89.814,0.923,0.729,1
2026-06-30T23:48:07.164,3814392,24.81,100127.31,131.28,-1.257,-12.598,-1.453,0.308,-7.438,6.194,-65.794,-1362.082,-2920.143,55.432659,-5.677082,434965.12,77.446,0.738,0.608,1
2026-06-30T23:48:07.165,3814549,24.81,100149.56,129.41,-1.437,-10.839,-1.745,-7.89,-5.247,4.23,-116.36,-1359.173,-2879.338,55.432659,-5.677082,434965.12,109.819,1.107,0.973,1
2026-06-30T23:48:07.166,3814688,24.81,100164.73,127.71,-1.705,-12.206,-2.634,-5.989,-3.317,-0.183,-162.817,-1357.726,-2880.793,55.432659,-5.677082,434965.12,98.613,0.923,0.851,1
2026-06-30T23:48:07.166,3814767,24.81,100179.56,126.89,-0.848,-11.416,-1.827,-3.798,-3.011,-2.367,-178.389,-1343.844,-2891.507,55.432659,-5.677082,434965.12,92.222,0.831,0.811,1
2026-06-30T23:48:07.167,3814846,24.81,100189.95,126.02,-0.402,-9.486,-1.592,-4.015,-3.22,-1.018,-194.62,-1331.205,-2896.116,55.432671,-5.677071,434966.56,90.562,0.738,0.77,1
2026-06-30T23:48:07.168,3814925,24.81,100200.5,125.13,-0.886,-10.362,-2.315,-4.737,-3.157,-0.449,-213.793,-1318.487,-2898.148,55.432671,-5.677071,434966.56,88.154,0.738,0.729,1
2026-06-30T23:48:07.169,3815261,24.81,100249.19,121.05,-0.302,-10.544,-3.259,1.135,-3.942,-5.518,-190.181,-1366.669,-3004.697,55.432671,-5.677071,434966.56,101.851,1.015,0.973,1
2026-06-30T23:48:07.170,3815340,24.81,100261.88,119.98,-0.373,-9.728,-2.591,1.939,-3.979,-5.079,-179.984,-1356.721,-3027.396,55.432671,-5.677071,434966.56,104.341,1.107,0.973,1
2026-06-30T23:48:07.171,3815419,24.81,100274.57,118.92,-0.024,-10.585,-2.253,0.11,-3.945,-5.166,-177.939,-1347.084,-3050.779,55.432671,-5.677071,434966.56,97.949,1.015,0.932,1
2026-06-30T23:48:07.171,3815497,24.81,100287.92,117.8,-0.237,-11.284,-2.749,-0.269,-4.105,-5.144,-177.634,-1338.099,-3073.77,55.432671,-5.677071,434966.56,88.735,0.923,0.851,1
2026-06-30T23:48:07.172,3815726,24.8,100330.83,114.2,0.496,-10.602,-2.988,3.288,-4.236,-6.284,-141.521,-1338.74,-3158.191,55.432671,-5.677071,434966.56,64.746,0.646,0.689,1
2026-06-30T23:48:07.172,3815804,24.79,100347.11,112.83,0.836,-10.338,-3.057,4.134,-4.636,-4.157,-122.713,-1332.36,-3176.769,55.432671,-5.677071,434966.56,71.885,0.738,0.77,1
2026-06-30T23:48:07.173,3815961,24.76,100374.09,110.57,0.213,-13.29,-3.144,4.366,-4.684,-4.815,-83.851,-1321.369,-3214.643,55.432686,-5.677075,434967.97,94.961,1.015,0.932,1
2026-06-30T23:48:07.174,3816293,24.59,100428.62,106,0.757,-11.171,-3.069,5.122,-5.589,-2.736,11.196,-1399.211,-3266.688,55.432686,-5.677075,434967.97,83.174,0.831,0.77,1
2026-06-30T23:48:07.175,3816450,24.49,100450.55,104.16,0.438,-12.062,-3.005,4.439,-5.662,-4.182,46.825,-1393.444,-3300.508,55.432686,-5.677075,434967.97,74.956,0.738,0.729,1
2026-06-30T23:48:07.175,3816528,24.44,100461.43,103.25,0.572,-11.198,-2.969,4.57,-5.752,-4.275,63.808,-1390.822,-3319.612,55.432686,-5.677075,434967.97,68.896,0.738,0.729,1
2026-06-30T23:48:07.176,3816607,24.38,100480.15,102.04,0.69,-11.181,-3.316,5.316,-5.95,-3.778,83.981,-1389.464,-3336.711,55.432686,-5.677075,434967.97,72.715,0.738,0.811,1
2026-06-30T23:48:07.177,3816763,24.25,100498.89,100.11,0.563,-11.176,-3.16,5.063,-6.444,-3.406,124.53,-1418.177,-3367.156,55.432686,-5.677075,434967.97,98.613,1.015,0.932,1
2026-06-30T23:48:07.178,3816842,24.2,100510.27,99.16,0.417,-11.351,-2.959,3.929,-6.509,-3.883,137.375,-1418.727,-3384.733,55.432716,-5.677076,434970.97,99.775,1.107,0.932,1
2026-06-30T23:48:07.179,3816921,24.15,100522.55,98.13,0.11,-11.772,-3.299,3.502,-6.478,-4.383,148.047,-1419.098,-3404.57,55.432716,-5.677076,434970.97,93.965,1.015,0.851,1
2026-06-30T23:48:07.179,3817247,23.93,100577.97,93.49,0.321,-9.986,-3.163,3.057,-6.712,-3.72,198.9,-1513.612,-3474.05,55.432716,-5.677076,434970.97,74.873,0.738,0.77,1
2026-06-30T23:48:07.180,3817325,23.89,100588.28,92.63,-0.132,-10.472,-3.084,2.529,-6.673,-4.291,203.871,-1512.551,-3493.227,55.432716,-5.677076,434970.97,81.431,0.738,0.811,1
2026-06-30T23:48:07.181,3817404,23.84,100597.7,91.84,-0.359,-11.243,-2.952,1.352,-6.339,-5.882,203.696,-1510.382,-3519.85,55.432716,-5.677076,434970.97,86.079,0.831,0.892,1
2026-06-30T23:48:07.182,3817561,23.76,100616.26,90.29,-0.378,-11.083,-3.156,0.719,-6.231,-7.048,197.756,-1504.592,-3582.688,55.432716,-5.677076,434970.97,101.851,1.015,0.973,1
2026-06-30T23:48:07.182,3817639,23.73,100625.73,89.49,-0.357,-10.908,-3.187,1.134,-6.307,-6.786,196.641,-1502.087,-3613.015,55.432716,-5.677076,434970.97,96.87,1.015,0.932,1
2026-06-30T23:48:07.183,3817851,23.67,100651.83,87.31,-0.366,-11.588,-3.086,0.266,-6.091,-6.944,193.772,-1544.517,-3697.365,55.432716,-5.677076,434970.97,80.103,0.738,0.77,1
2026-06-30T23:48:07.184,3817930,23.66,100661.38,86.51,-0.443,-10.973,-2.928,-0.219,-6.154,-6.748,186.826,-1540.878,-3727.911,55.432716,-5.677076,434970.97,74.043,0.646,0.729,1
2026-06-30T23:48:07.185,3818261,23.62,100697.23,83.51,-0.941,-11.009,-2.768,-2.17,-6.315,-6.414,140.685,-1627.332,-3849.557,55.432716,-5.677076,434970.97,109.155,1.107,1.013,1
2026-06-30T23:48:07.185,3818340,23.62,100705.55,82.82,-0.781,-11.303,-2.94,-2.624,-6.496,-6.472,124.141,-1623.526,-3878.854,55.432716,-5.677076,434970.97,102.432,1.015,0.973,1
2026-06-30T23:48:07.186,3818418,23.62,100713.67,82.14,-0.982,-11.169,-3.108,-2.668,-6.693,-6.603,107.864,-1620.273,-3908.365,55.432716,-5.677076,434970.97,89.067,0.923,0.851,1
2026-06-30T23:48:07.187,3818497,23.62,100721.91,81.45,-1.259,-11.246,-2.935,-2.717,-6.833,-6.989,91.563,-1618.056,-3940,55.432716,-5.677076,434970.97,83.34,0.738,0.77,1
2026-06-30T23:48:07.188,3818654,23.61,100738.91,80.03,-0.912,-10.973,-3.172,-3.471,-7.443,-5.39,55.295,-1617.238,-3994.262,55.432716,-5.677076,434970.97,79.771,0.646,0.729,1
2026-06-30T23:48:07.189,3818799,23.61,100755.86,78.61,-1.307,-10.446,-3.215,-4.688,-7.61,-4.207,13.878,-1646.712,-4029.213,55.432716,-5.677076,434970.97,85.581,0.738,0.77,1
2026-06-30T23:48:07.189,3818956,23.61,100774.12,77.09,-1.377,-10.501,-2.746,-5.158,-7.812,-3.03,-36.954,-1648.851,-4059.074,55.432762,-5.677146,434973.56,108.574,1.107,0.973,1
2026-06-30T23:48:07.190,3819366,23.61,100831.05,72.33,-1.453,-12.503,-2.691,-6.89,-6.294,-0.373,-186.273,-1737.013,-4058.578,55.432762,-5.677146,434973.56,84.004,0.646,0.689,1
2026-06-30T23:48:07.190,3819445,23.61,100842.56,71.37,-1.408,-12.364,-2.629,-7.02,-5.861,-1.34,-215.334,-1727.813,-4064.568,55.432762,-5.677146,434973.56,82.676,0.738,0.689,1
2026-06-30T23:48:07.191,3819523,23.61,100852.94,70.5,-1.348,-11.102,-2.564,-6.158,-5.752,-1.801,-240.059,-1718.314,-4072.615,55.432762,-5.677146,434973.56,89.98,0.831,0.77,1
2026-06-30T23:48:07.192,3819602,23.61,100862.31,69.72,-1.46,-10.336,-2.363,-4.443,-5.788,-1.731,-257.023,-1709.468,-4080.453,55.432762,-5.677146,434973.56,100.938,1.015,0.892,1
2026-06-30T23:48:07.193,3819883,23.61,100899.61,66.61,-1.355,-12.847,-2.962,-7.253,-4.731,-2.257,-350.947,-1719.272,-4113.764,55.432762,-5.677146,434973.56,88.071,0.738,0.77,1
2026-06-30T23:48:07.194,3819962,23.61,100910.21,65.72,-1.262,-12.318,-2.957,-6.867,-4.718,-4.232,-376.458,-1705.7,-4132.92,55.432762,-5.677146,434973.56,80.352,0.646,0.689,1
2026-06-30T23:48:07.194,3820293,23.61,100952.81,62.16,-0.874,-10.171,-1.827,-3.737,-5.84,-2.155,-440.389,-1780.026,-4173.792,55.432762,-5.677146,434973.56,91.807,0.831,0.77,1
2026-06-30T23:48:07.195,3820450,23.61,100974.81,60.33,-1.446,-12.428,-2.942,-7.521,-5.435,-2.735,-487.798,-1758.239,-4191.743,55.432762,-5.677146,434973.56,114.551,1.015,1.013,1
2026-06-30T23:48:07.196,3820528,23.61,100984.42,59.53,-1.508,-11.952,-3.048,-6.905,-5.451,-5.09,-510.756,-1747.113,-4214.782,55.432762,-5.677146,434973.56,97.866,0.923,0.892,1
2026-06-30T23:48:07.197,3820607,23.61,100993.15,58.8,-1.642,-10.879,-2.753,-5.37,-6.018,-5.533,-526.145,-1738.359,-4239.511,55.432762,-5.677146,434973.56,83.838,0.738,0.77,1
2026-06-30T23:48:07.198,3820845,23.62,101024.52,56.18,-0.946,-10.156,-1.729,-3.191,-6.975,-0.449,-550.258,-1760.23,-4262.395,55.432762,-5.677146,434973.56,86.245,0.738,0.689,1
2026-06-30T23:48:07.198,3820924,23.62,101042.08,54.72,-1.338,-11.842,-2.097,-6.044,-6.805,1.224,-568.066,-1755.084,-4256.856,55.43277,-5.677128,434974.84,82.842,0.646,0.689,1
2026-06-30T23:48:07.199,3821256,23.62,101082.45,51.35,-1.132,-10.764,-2.313,-3.631,-5.822,-3.618,-626.437,-1828.396,-4325.685,55.43277,-5.677128,434974.84,100.522,1.015,0.973,1
2026-06-30T23:48:07.200,3821334,23.62,101093.48,50.43,-0.752,-10.8,-1.899,-3.445,-6.096,-1.764,-630.996,-1818.448,-4333.568,55.43277,-5.677128,434974.84,94.463,0.923,0.892,1
2026-06-30T23:48:07.201,3821413,23.62,101110.53,49.01,-0.982,-11.114,-2.188,-4.513,-6.183,0.131,-640.418,-1809.408,-4332.975,55.43277,-5.677128,434974.84,88.901,0.738,0.77,1
2026-06-30T23:48:07.202,3821569,23.62,101131.02,47.3,-1.635,-10.932,-2.404,-6.31,-4.915,-1.238,-670.318,-1783.587,-4336.417,55.43277,-5.677128,434974.84,82.261,0.646,0.689,1
2026-06-30T23:48:07.202,3821648,23.62,101141.05,46.47,-1.537,-12.115,-2.665,-6.845,-4.481,-3.169,-689.323,-1767.653,-4350.761,55.43277,-5.677128,434974.84,78.608,0.646,0.689,1
2026-06-30T23:48:07.203,3821726,23.62,101151.2,45.62,-1.13,-12.031,-2.751,-5.827,-4.743,-3.38,-703.115,-1752.967,-4365.868,55.43277,-5.677128,434974.84,81.265,0.738,0.729,1
2026-06-30T23:48:07.204,3821935,23.63,101177.47,43.43,-1.099,-11.401,-2.574,-4.994,-4.692,-2.912,-749.707,-1772.864,-4400.744,55.432789,-5.677173,434975.47,111.064,1.107,1.013,1
2026-06-30T23:48:07.205,3822350,23.63,101237.62,38.39,-0.654,-11.303,-2.883,-4.029,-5.263,-3.578,-815.737,-1816.908,-4508.433,55.432789,-5.677173,434975.47,76.118,0.646,0.689,1
2026-06-30T23:48:07.205,3822428,23.63,101248.7,37.5,-0.895,-10.855,-2.758,-3.514,-5.358,-3.278,-817.093,-1804.246,-4523.271,55.432789,-5.677173,434975.47,73.96,0.646,0.689,1
2026-06-30T23:48:07.206,3822507,23.64,101259.33,36.62,-1.14,-10.376,-2.456,-3.82,-5.183,-3.764,-819.547,-1790.742,-4540.09,55.432789,-5.677173,434975.47,76.45,0.646,0.689,1
2026-06-30T23:48:07.207,3822664,23.64,101281.23,34.79,-1.326,-11.545,-2.564,-4.41,-5.216,-3.757,-829.815,-1764.674,-4574.294,55.432789,-5.677173,434975.47,101.104,1.015,0.892,1
2026-06-30T23:48:07.208,3822742,23.64,101291.72,33.92,-1.214,-11.588,-2.708,-4.61,-5.102,-4.197,-835.47,-1751.611,-4593.049,55.432789,-5.677173,434975.47,112.061,1.107,1.013,1
2026-06-30T23:48:07.208,3822887,23.65,101313.29,32.13,-1.051,-11.722,-2.921,-4.746,-5.445,-3.868,-859.486,-1760.81,-4625.186,55.4328,-5.677195,434976,95.625,0.923,0.892,1
2026-06-30T23:48:07.209,3822966,23.65,101324.09,31.23,-1.228,-11.255,-2.744,-4.408,-5.393,-4.647,-863.925,-1749.396,-4646.219,55.4328,-5.677195,434976,84.585,0.738,0.77,1
2026-06-30T23:48:07.210,3823297,23.66,101371.02,27.32,-1.314,-10.956,-2.478,-4.947,-5.622,-3.776,-940.642,-1818.765,-4717.831,55.4328,-5.677195,434976,79.189,0.646,0.689,1
2026-06-30T23:48:07.211,3823454,23.66,101393.7,25.44,-1.207,-10.388,-2.682,-4.445,-5.794,-3.011,-947.626,-1796.968,-4746.749,55.4328,-5.677195,434976,103.262,1.015,0.892,1
2026-06-30T23:48:07.212,3823532,23.67,101405.16,24.49,-1.089,-10.436,-2.404,-4.193,-5.797,-2.48,-949.333,-1786.627,-4757.974,55.4328,-5.677195,434976,110.234,1.107,0.973,1
2026-06-30T23:48:07.212,3823611,23.67,101416.8,23.52,-1.073,-10.451,-2.282,-4.574,-5.663,-2.009,-952.423,-1775.584,-4766.954,55.4328,-5.677195,434976,107.91,1.015,1.013,1
2026-06-30T23:48:07.213,3823768,23.67,101440.19,21.57,-1.14,-11.349,-2.543,-5.272,-5.26,-1.915,-963.341,-1751.877,-4783.995,55.4328,-5.677195,434976,88.071,0.831,0.811,1
2026-06-30T23:48:07.214,3823919,23.68,101462.42,19.73,-1.322,-11.449,-2.286,-4.913,-4.994,-2.406,-987.48,-1758.775,-4804.669,55.432812,-5.677239,434975.91,84.17,0.646,0.689,1
2026-06-30T23:48:07.214,3824250,23.68,101507.73,15.96,-1.25,-10.415,-2.423,-4.422,-4.965,-3.682,-1052.22,-1816.017,-4874.709,55.432812,-5.677239,434975.91,100.854,0.923,0.892,1
2026-06-30T23:48:07.215,3824329,23.69,101517.53,15.15,-1.226,-10.817,-2.279,-3.592,-5.091,-3.539,-1049.146,-1802.155,-4890.727,55.432812,-5.677239,434975.91,110.151,1.107,0.973,1
2026-06-30T23:48:07.216,3824407,23.69,101527.34,14.33,-1.13,-10.008,-2.318,-3.676,-5.076,-3.046,-1046.322,-1788.219,-4904.342,55.432812,-5.677239,434975.91,109.072,1.107,1.013,1
2026-06-30T23:48:07.217,3824564,23.69,101548.5,12.15,-1.233,-12.179,-2.741,-5.537,-4.91,-2.804,-1054.672,-1760.25,-4929.465,55.432812,-5.677239,434975.91,88.071,0.831,0.811,1
2026-06-30T23:48:07.217,3824642,23.7,101564.48,11.25,-1.362,-12.809,-2.727,-5.998,-4.671,-4.848,-1061.888,-1745.385,-4951.131,55.432812,-5.677239,434975.91,81.846,0.646,0.729,1
2026-06-30T23:48:07.218,3824721,23.7,101575.13,10.36,-1.008,-11.868,-2.883,-5.481,-5.097,-5.391,-1067.036,-1732.991,-4975.533,55.432812,-5.677239,434975.91,75.039,0.646,0.689,1
2026-06-30T23:48:07.219,3824799,23.7,101584.92,9.55,-1.037,-11.128,-2.892,-3.786,-5.61,-4.893,-1064.369,-1722.799,-4997.398,55.432812,-5.677239,434975.91,74.79,0.646,0.689,1
2026-06-30T23:48:07.220,3825006,23.71,101610.73,7.41,-0.855,-10.925,-2.519,-4.846,-5.899,-3.212,-1101.468,-1756.822,-5035.496,55.432831,-5.67731,434975.84,102.266,1.015,0.892,1
2026-06-30T23:48:07.221,3825342,23.72,101657.7,3.51,-1.513,-10.8,-2.638,-3.641,-7.07,-5.232,-1150.199,-1854.912,-5136.213,55.432831,-5.67731,434975.84,84.17,0.738,0.729,1
2026-06-30T23:48:07.221,3825421,23.72,101667.81,2.67,-1.161,-10.396,-2.516,-4.073,-7.329,-3.802,-1147.335,-1850.2,-5153.421,55.432831,-5.67731,434975.84,84.917,0.738,0.729,1
2026-06-30T23:48:07.222,3825499,23.72,101679.72,1.68,-1.051,-11.586,-2.768,-5.257,-7.553,-1.744,-1149.479,-1846.173,-5161.215,55.432831,-5.67731,434975.84,81.68,0.646,0.689,1
2026-06-30T23:48:07.223,3825656,23.73,101707.61,-0.63,-1.765,-11.109,-2.559,-6.051,-6.923,-1.767,-1160.798,-1834.753,-5174.206,55.432831,-5.67731,434975.84,90.312,0.831,0.77,1
2026-06-30T23:48:07.224,3825735,23.74,101718.72,-1.55,-1.697,-10.903,-2.533,-5.564,-6.745,-1.788,-1164.326,-1827.808,-5182.3,55.432831,-5.67731,434975.84,104.922,1.107,0.892,1
2026-06-30T23:48:07.224,3825813,23.74,101729.86,-2.48,-1.46,-10.209,-2.021,-4.601,-6.576,-1.647,-1163.213,-1819.894,-5189.661,55.432831,-5.67731,434975.84,63.584,0.554,0.527,1
2026-06-30T23:48:07.225,3825953,23.74,101752.59,-4.36,-0.438,-5.279,-2.871,8.731,-8.731,4.727,-1073.684,-1852.051,-5151.748,55.432831,-5.67731,434975.84,0,0,0,1
2026-06-30T23:48:07.226,3826357,23.74,101809.73,-9.1,-4.343,6.103,8.44,1.622,4.092,1.014,-975.898,-1766.102,-5114.058,55.432831,-5.67731,434975.84,0,0,0,1
2026-06-30T23:48:07.226,3826435,23.75,101817.25,-9.72,-4.472,4.587,3.373,1.083,4.17,1.285,-950.502,-1711.518,-5108.244,55.432831,-5.67731,434975.84,0,0,0,1
2026-06-30T23:48:07.227,3826514,23.75,101823.61,-10.25,-7.468,10.262,2.052,0.726,2.369,-0.2,-926.74,-1666.201,-5109.136,55.432831,-5.67731,434975.84,0,0,0,1
2026-06-30T23:48:07.228,3826592,23.75,101829.73,-10.95,-8.384,6.539,0.299,0.039,-0.171,-0.329,-906.285,-1632.587,-5110.607,55.432831,-5.67731,434975.84,0,0,0,1
2026-06-30T23:48:07.229,3826748,23.76,101840.81,-11.67,-5.48,6.828,2.313,0.103,0.135,-0.106,-867.587,-1567.796,-5109.302,55.432831,-5.67731,434975.84,0,0,0,1
2026-06-30T23:48:07.229,3826827,23.76,101844.18,-11.95,-7.511,6.735,2.701,-0.023,0.002,-0.124,-848.977,-1535.511,-5109.864,55.432831,-5.67731,434975.84,0,0,0,1
2026-06-30T23:48:07.230,3826973,23.77,101849.34,-12.38,-6.543,6.883,2.377,0.028,0.036,-0.024,-830.349,-1503.669,-5110.065,55.432831,-5.67731,434975.84,0,0,0,1
2026-06-30T23:48:07.231,3827300,23.77,101855.34,-12.88,-6.598,6.809,2.519,0.006,-0.002,-0.016,-812.24,-1472.785,-5110.359,55.432831,-5.67731,434975.84,0,0,0,1
2026-06-30T23:48:07.232,3827456,23.77,101857.38,-13.11,-6.524,6.826,2.464,0.038,0.015,-0.013,-776.906,-1412.636,-5110.413,55.432831,-5.67731,434975.84,0,0,0,1
2026-06-30T23:48:07.232,3827535,23.78,101859.64,-13.23,-6.505,6.835,2.49,0.023,0.01,-0.018,-759.865,-1383.504,-5110.495,55.432831,-5.67731,434975.84,0,0,0,1
2026-06-30T23:48:07.233,3827613,23.78,101860.57,-13.31,-6.488,6.869,2.466,0.041,0.013,-0.003,-743.086,-1354.943,-5110.507,55.432831,-5.67731,434975.84,0,0,0,1
2026-06-30T23:48:07.234,3827691,23.79,101861.14,-13.36,-6.495,6.859,2.492,0.038,0.019,-0.012,-726.655,-1326.929,-5110.562,55.432831,-5.67731,434975.84,0,0,0,1
2026-06-30T23:48:07.235,3827848,23.79,101863.25,-13.53,-6.515,6.85,2.528,0.04,0.009,-0.007,-694.829,-1272.644,-5110.675,55.432869,-5.67744,434975.97,0,0,0,1
2026-06-30T23:48:07.235,3828053,23.8,101865.02,-13.68,-6.539,6.838,2.538,0.028,0.012,-0.015,-679.218,-1246.213,-5110.848,55.432869,-5.67744,434975.97,0,0,0,1
2026-06-30T23:48:07.236,3828457,23.8,101864.8,-13.66,-6.524,6.845,2.468,0.03,0.013,-0.016,-648.721,-1194.871,-5111.023,55.432869,-5.67744,434975.97,0,0,0,1
2026-06-30T23:48:07.237,3828536,23.81,101865.52,-13.72,-6.486,6.852,2.502,0.034,0.014,-0.011,-634.201,-1170.079,-5111.073,55.432869,-5.67744,434975.97,0,0,0,1
2026-06-30T23:48:07.238,3828614,23.81,101866.03,-13.76,-6.488,6.845,2.449,0.039,0.014,-0.008,-619.938,-1145.78,-5111.109,55.432869,-5.67744,434975.97,0,0,0,1
2026-06-30T23:48:07.238,3828692,23.82,101866.14,-13.77,-6.515,6.838,2.468,0.031,0.012,-0.012,-606,-1121.974,-5111.161,55.432869,-5.67744,434975.97,0,0,0,1
2026-06-30T23:48:07.239,3828849,23.83,101866.84,-13.83,-6.553,6.828,2.471,0.04,0.016,-0.009,-578.919,-1075.779,-5111.268,55.432869,-5.677385,434977.53,0,0,0,1
2026-06-30T23:48:07.240,3829055,23.83,101867.3,-13.87,-6.517,6.845,2.495,0.035,0.014,-0.011,-565.531,-1053.26,-5111.394,55.432869,-5.677385,434977.53,0,0,0,1
2026-06-30T23:48:07.241,3829460,23.84,101866.09,-13.77,-6.493,6.855,2.476,0.033,0.013,-0.012,-539.586,-1009.622,-5111.648,55.432869,-5.677385,434977.53,0,0,0,1
2026-06-30T23:48:07.241,3829538,23.84,101866.97,-13.84,-6.495,6.84,2.488,0.035,0.015,-0.011,-527.241,-988.528,-5111.696,55.432869,-5.677385,434977.53,0,0,0,1
2026-06-30T23:48:07.242,3829616,23.85,101867.31,-13.87,-6.519,6.828,2.483,0.034,0.014,-0.01,-515.144,-967.855,-5111.739,55.432869,-5.677385,434977.53,0,0,0,1
2026-06-30T23:48:07.243,3829695,23.85,101867.09,-13.85,-6.548,6.843,2.492,0.033,0.014,-0.01,-503.298,-947.597,-5111.783,55.432869,-5.677385,434977.53,0,0,0,1
2026-06-30T23:48:07.243,3829851,23.86,101867.55,-13.89,-6.515,6.845,2.456,0.035,0.013,-0.011,-480.289,-908.292,-5111.879,55.432896,-5.677363,434980.78,0,0,0,1
2026-06-30T23:48:07.244,3829985,23.86,101867.91,-13.92,-6.486,6.857,2.512,0.034,0.013,-0.011,-469.029,-889.196,-5111.961,55.432896,-5.677363,434980.78,0,0,0,1
